Index,C Log P,TPSA,Molecular Weight,nON,nOHNH,ROTB,Molecular Volume,Predict_KNN,Predict_RF,Predict_DT,Predict_Naive,Predict_XG-Boost,Predict_SVM,Y_Actual
67.0,2.4,107.45,359.33,6.0,5.0,5.0,275.95,1.0,0.0,0.0,1.0,0.0,1.0,0.0
64.0,3.1,136.99,460.56,9.0,5.0,8.0,408.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,0.68,148.94,422.51,9.0,7.0,12.0,374.9,1.0,1.0,0.0,1.0,1.0,1.0,1.0
62.0,1.29,127.68,307.33,7.0,6.0,4.0,252.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65.0,1.22,127.76,390.46,8.0,5.0,7.0,343.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39.0,2.96,107.26,631.77,9.0,2.0,9.0,564.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,1.33,139.7,404.49,8.0,7.0,9.0,355.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91.0,1.31,119.48,334.4,7.0,6.0,7.0,290.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92.0,0.14,88.89,252.35,6.0,3.0,7.0,231.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115.0,-0.31,159.93,394.45,9.0,8.0,10.0,340.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,2.77,92.71,395.46,7.0,3.0,5.0,356.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.99,105.53,290.32,7.0,4.0,5.0,263.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161.0,-1.6,231.54,514.5,16.0,8.0,8.0,434.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,0.43,97.78,205.26,5.0,6.0,6.0,198.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137.0,4.51,31.64,437.53,4.0,1.0,7.0,380.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,2.31,119.48,443.3,7.0,6.0,5.0,319.71,1.0,0.0,0.0,1.0,0.0,1.0,1.0
128.0,1.32,133.47,374.47,7.0,7.0,5.0,329.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,2.97,41.49,259.35,3.0,2.0,6.0,257.82,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49.0,2.05,103.27,354.44,6.0,5.0,4.0,305.34,1.0,1.0,0.0,1.0,1.0,1.0,1.0
144.0,3.42,29.1,239.75,2.0,1.0,4.0,228.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,1.27,127.76,366.44,8.0,5.0,5.0,321.62,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41.0,1.01,132.37,347.4,8.0,6.0,5.0,292.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136.0,3.92,15.27,266.39,2.0,1.0,4.0,270.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,1.98,57.28,248.33,4.0,3.0,6.0,242.81,1.0,0.0,0.0,1.0,1.0,1.0,0.0
40.0,-2.3,107.45,375.47,7.0,5.0,5.0,333.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47.0,1.66,119.92,404.49,8.0,5.0,8.0,356.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63.0,1.28,145.78,404.45,9.0,6.0,7.0,341.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54.0,-0.62,80.69,424.52,7.0,2.0,5.0,393.55,1.0,0.0,0.0,1.0,0.0,1.0,1.0
130.0,-0.02,135.59,358.44,8.0,5.0,5.0,292.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153.0,1.69,117.34,505.62,9.0,3.0,9.0,472.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.82,129.64,253.27,7.0,6.0,1.0,216.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183.0,1.4,65.2,295.41,5.0,2.0,6.0,269.73,1.0,1.0,1.0,1.0,1.0,0.0,1.0
71.0,2.09,119.48,380.86,7.0,6.0,5.0,310.43,1.0,1.0,0.0,1.0,1.0,1.0,1.0
94.0,2.46,48.01,307.39,5.0,0.0,8.0,299.22,0.0,1.0,0.0,1.0,1.0,0.0,0.0
30.0,1.46,119.48,346.41,7.0,6.0,5.0,296.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140.0,3.34,32.34,288.44,3.0,1.0,5.0,301.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,1.31,103.06,387.44,9.0,2.0,4.0,348.39,0.0,1.0,1.0,1.0,1.0,0.0,0.0
131.0,-1.13,88.99,129.17,5.0,5.0,3.0,126.83,1.0,1.0,1.0,0.0,0.0,1.0,1.0
121.0,1.89,159.78,440.48,9.0,7.0,9.0,372.36,1.0,1.0,0.0,1.0,0.0,1.0,1.0
5.0,4.14,35.16,326.83,4.0,1.0,1.0,292.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34.0,1.34,139.7,392.48,8.0,7.0,9.0,348.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,3.57,23.47,259.39,2.0,1.0,2.0,268.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,3.89,86.28,493.62,8.0,2.0,7.0,461.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.0,2.78,59.22,339.48,4.0,2.0,8.0,344.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,-1.24,156.8,229.63,8.0,8.0,2.0,176.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.29,46.53,348.51,4.0,1.0,9.0,359.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126.0,0.73,133.47,334.4,7.0,7.0,6.0,289.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27.0,1.16,119.48,332.38,7.0,6.0,5.0,280.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114.0,-0.39,149.44,273.27,9.0,6.0,5.0,217.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108.0,1.48,119.48,346.41,7.0,6.0,5.0,296.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179.0,0.99,58.36,235.33,4.0,3.0,6.0,239.83,1.0,0.0,1.0,0.0,1.0,1.0,1.0
133.0,-1.94,59.06,392.52,5.0,1.0,5.0,332.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127.0,2.32,119.48,376.48,7.0,6.0,8.0,340.64,1.0,1.0,0.0,1.0,0.0,1.0,1.0
134.0,4.92,11.41,373.95,3.0,0.0,4.0,337.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.0,3.06,45.59,324.42,4.0,1.0,4.0,310.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0
188.0,2.05,90.81,344.41,6.0,4.0,8.0,324.64,1.0,1.0,1.0,1.0,1.0,0.0,1.0
192.0,0.38,103.29,339.39,8.0,4.0,8.0,315.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0
110.0,0.31,150.54,334.36,8.0,7.0,6.0,275.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191.0,3.61,94.05,496.44,7.0,4.0,9.0,437.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,1.71,142.81,375.86,8.0,7.0,7.0,332.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186.0,5.56,67.46,495.64,6.0,1.0,12.0,474.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,1.03,139.7,390.46,8.0,7.0,9.0,338.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81.0,1.41,128.71,390.46,8.0,6.0,7.0,339.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151.0,1.22,67.79,265.31,5.0,2.0,5.0,247.78,1.0,0.0,1.0,1.0,0.0,0.0,0.0
20.0,1.43,119.48,346.41,7.0,6.0,5.0,296.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0
167.0,3.53,89.65,435.41,6.0,2.0,5.0,360.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,1.63,90.02,314.37,6.0,3.0,4.0,263.19,0.0,1.0,1.0,1.0,1.0,0.0,1.0
50.0,-0.92,92.17,393.51,6.0,3.0,5.0,375.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142.0,1.91,106.96,383.41,9.0,2.0,4.0,336.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143.0,0.77,130.7,268.25,9.0,1.0,3.0,227.43,1.0,1.0,1.0,1.0,0.0,0.0,0.0
100.0,2.64,3.24,187.29,1.0,0.0,4.0,202.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,7.23,66.58,582.92,6.0,4.0,29.0,625.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,-0.3,214.47,486.49,15.0,8.0,8.0,415.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,2.77,26.02,179.31,1.0,2.0,0.0,191.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,6.36,128.29,764.94,11.0,4.0,11.0,711.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,1.83,119.48,360.44,7.0,6.0,5.0,313.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51.0,-0.51,152.23,286.32,9.0,7.0,4.0,237.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116.0,1.34,139.7,392.48,8.0,7.0,9.0,348.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187.0,1.69,134.82,398.42,9.0,4.0,10.0,355.87,1.0,1.0,1.0,1.0,1.0,0.0,1.0
117.0,1.66,119.92,404.49,8.0,5.0,8.0,356.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,-1.39,46.53,340.44,4.0,1.0,5.0,330.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46.0,-0.09,146.36,321.36,8.0,7.0,6.0,268.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166.0,2.4,111.94,374.44,6.0,3.0,5.0,347.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0
177.0,3.34,59.09,414.53,6.0,0.0,7.0,377.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2.46,104.2,364.45,6.0,4.0,5.0,338.43,1.0,0.0,0.0,1.0,0.0,1.0,0.0
17.0,2.78,97.72,577.62,8.0,1.0,8.0,486.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.0,1.74,119.48,374.47,7.0,6.0,6.0,330.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88.0,2.96,29.1,237.73,2.0,1.0,2.0,218.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,2.54,67.59,299.8,5.0,3.0,7.0,278.91,0.0,1.0,0.0,1.0,0.0,1.0,1.0
164.0,-5.33,222.53,529.54,16.0,8.0,8.0,454.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0
42.0,-3.06,127.68,393.49,8.0,6.0,8.0,352.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53.0,3.75,95.96,548.57,8.0,1.0,9.0,476.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,4.55,63.97,454.61,6.0,0.0,13.0,454.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.0,1.53,92.94,303.36,5.0,5.0,6.0,283.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159.0,-2.1,160.45,513.62,12.0,6.0,10.0,475.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,2.73,180.09,749.0,14.0,5.0,7.0,736.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,-0.39,135.59,344.42,8.0,5.0,4.0,275.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124.0,1.83,119.48,360.44,7.0,6.0,5.0,313.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180.0,0.53,142.81,319.76,8.0,7.0,5.0,266.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147.0,2.75,126.8,584.71,10.0,3.0,8.0,535.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,1.72,98.22,265.34,5.0,5.0,3.0,231.48,1.0,1.0,1.0,1.0,0.0,1.0,0.0
73.0,2.56,90.56,469.97,8.0,2.0,4.0,413.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0,-1.16,46.53,352.45,4.0,1.0,5.0,336.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0
90.0,2.2,98.22,295.75,5.0,5.0,3.0,232.65,1.0,1.0,1.0,1.0,0.0,1.0,0.0
37.0,0.67,139.7,364.43,8.0,7.0,8.0,315.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,0.38,103.29,339.39,8.0,4.0,8.0,315.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59.0,1.01,37.81,211.27,3.0,1.0,0.0,194.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0
122.0,2.06,110.69,374.47,7.0,5.0,6.0,330.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85.0,2.07,50.72,265.35,4.0,2.0,9.0,267.35,1.0,0.0,1.0,0.0,1.0,1.0,0.0
24.0,1.05,62.3,303.36,5.0,1.0,5.0,277.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
93.0,3.46,58.56,341.45,4.0,2.0,11.0,338.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0
55.0,4.18,104.75,562.6,8.0,2.0,10.0,492.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,3.94,81.94,415.57,5.0,4.0,16.0,419.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,-0.31,153.7,350.4,8.0,8.0,7.0,297.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103.0,0.62,119.48,360.44,7.0,6.0,5.0,313.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77.0,2.28,132.74,478.43,8.0,4.0,6.0,390.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0
163.0,-4.9,205.46,501.53,15.0,8.0,8.0,435.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139.0,4.82,6.48,314.86,2.0,0.0,4.0,300.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.56,71.7,434.58,6.0,2.0,3.0,417.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,1.88,139.7,406.51,8.0,7.0,10.0,365.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98.0,-1.47,46.53,332.46,4.0,1.0,6.0,332.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52.0,0.19,146.36,335.39,8.0,7.0,7.0,285.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31.0,0.38,133.47,320.37,7.0,7.0,6.0,272.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182.0,0.33,86.26,314.41,7.0,2.0,10.0,288.97,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156.0,3.1,114.16,681.84,10.0,2.0,9.0,608.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,2.73,99.8,514.03,9.0,2.0,4.0,455.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,3.1,136.99,460.56,9.0,5.0,8.0,408.23,1.0,0.0,0.0,1.0,0.0,0.0,0.0
111.0,0.28,150.54,334.36,8.0,7.0,6.0,275.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119.0,1.26,119.48,374.47,7.0,6.0,5.0,330.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68.0,1.4,144.75,335.34,8.0,6.0,5.0,271.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19.0,-0.85,46.53,318.44,4.0,1.0,5.0,315.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87.0,4.29,31.64,403.98,4.0,1.0,6.0,363.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
178.0,4.88,43.77,477.05,4.0,1.0,7.0,449.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.72,84.58,266.34,5.0,4.0,8.0,260.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58.0,-0.92,92.17,393.51,6.0,3.0,5.0,375.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148.0,1.92,122.04,528.67,9.0,3.0,8.0,478.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,1.48,139.7,404.49,8.0,7.0,9.0,354.77,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.77,49.77,289.38,4.0,1.0,5.0,279.01,0.0,1.0,1.0,0.0,1.0,0.0,1.0
172.0,1.35,72.71,239.31,4.0,4.0,5.0,237.12,0.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,0.33,133.47,320.37,7.0,7.0,6.0,272.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170.0,-0.52,84.95,237.06,5.0,4.0,5.0,240.57,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43.0,3.93,125.14,521.58,10.0,3.0,10.0,466.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,2.46,138.8,706.75,12.0,3.0,7.0,609.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,1.15,38.91,244.31,2.0,2.0,3.0,233.97,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60.0,0.75,138.67,293.3,7.0,7.0,3.0,235.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173.0,4.16,6.48,280.42,2.0,0.0,4.0,287.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.72,84.58,266.34,5.0,4.0,8.0,260.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38.0,1.82,89.24,517.67,8.0,1.0,5.0,469.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80.0,1.72,119.48,378.43,7.0,6.0,6.0,318.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74.0,0.0,161.63,425.49,10.0,5.0,5.0,340.84,1.0,1.0,1.0,1.0,1.0,1.0,0.0
169.0,-0.17,55.48,162.99,3.0,3.0,1.0,173.16,0.0,1.0,1.0,0.0,1.0,1.0,0.0
